"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
161,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,322,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896034748504,4069896034755076,4069896037297185,4069896037339697,2542109
162,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,326,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896037354386,4069896037363426,4069896039902655,4069896039943535,2539229
163,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,326,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896039955058,4069896039961856,4069896042500925,4069896042541742,2539069
164,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,330,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896042551280,4069896042569886,4069896045105275,4069896045146582,2535389
165,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,330,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896045165909,4069896045176316,4069896047707385,4069896047734869,2531069
166,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,334,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896047768284,4069896047776026,4069896050309975,4069896050348496,2533949
167,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,334,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896050366762,4069896050375096,4069896052906165,4069896052942194,2531069
168,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,338,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896052965880,4069896052975446,4069896055512115,4069896055528478,2536669
169,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,338,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896055582633,4069896055590196,4069896058120465,4069896058161322,2530269
170,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,342,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896058173756,4069896058180466,4069896060715215,4069896060751032,2534749
171,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,342,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896060771863,4069896060779535,4069896063308365,4069896063399296,2528830
172,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,346,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896063384878,4069896063394926,4069896065929995,4069896065965662,2535069
173,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,346,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896065987194,4069896065995595,4069896068536105,4069896068571314,2540510
174,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,350,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896068588657,4069896068595305,4069896071133894,4069896071174029,2538589
175,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,350,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896071191703,4069896071200295,4069896073735044,4069896073771855,2534749
176,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,354,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896073789169,4069896073796805,4069896076324674,4069896076360193,2527869
177,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,354,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896076378268,4069896076385021,4069896078918330,4069896078957448,2533309
178,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,358,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896078974611,4069896078982650,4069896081519959,4069896081555805,2537309
179,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,358,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896081572998,4069896081579480,4069896084119349,4069896084160344,2539869
180,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,362,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896084170764,4069896084177750,4069896086715699,4069896086753561,2537949
181,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,362,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896086767959,4069896086775700,4069896089313329,4069896089349564,2537629
182,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,366,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896089370915,4069896089379890,4069896091922640,4069896091964463,2542750
183,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,366,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896091973671,4069896091981680,4069896094521710,4069896094560646,2540030
184,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,370,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896094579142,4069896094586990,4069896097129420,4069896097164895,2542430
185,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,370,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896097183601,4069896097192941,4069896099731370,4069896099758893,2538429
186,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,374,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896099789793,4069896099799691,4069896102333160,4069896102350918,2533469
187,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,374,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896102401677,4069896102409161,4069896104948230,4069896104983662,2539069
188,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,378,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896105005585,4069896105014151,4069896107550660,4069896107591548,2536509
189,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,378,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896107601397,4069896107608101,4069896110136610,4069896110155037,2528509
190,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,382,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896110201928,4069896110210371,4069896112746080,4069896112781900,2535709
191,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,382,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896112797019,4069896112804961,4069896115336030,4069896115377080,2531069
192,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,386,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896115388693,4069896115396991,4069896117924540,4069896117964577,2527549
193,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,386,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896117981350,4069896117990301,4069896120527130,4069896120562003,2536829
194,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,390,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896120579427,4069896120587291,4069896123123960,4069896123164338,2536669
195,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,390,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896123178255,4069896123184921,4069896125726870,4069896125768446,2541949
196,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,394,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896125783215,4069896125792471,4069896128332821,4069896128367965,2540350
197,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,394,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896128389718,4069896128399381,4069896130938451,4069896130979819,2539070
198,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,398,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896130987524,4069896131006771,4069896133545681,4069896133585761,2538910
199,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,398,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896133604938,4069896133613202,4069896136154031,4069896136195059,2540829
200,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,402,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896136207353,4069896136215952,4069896138754541,4069896138792895,2538589
